,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
102,1.0,1.0,2.8505700000000003,0.0386,10.088,270.1555,0.08199999999999999,450.81864661654146,1055.3594080338266,5260.0,0.9,0.97,0.2,4.3,15.2394,0.0
103,1.0,1.0,4.2568,11.661026827573922,11.32,6883.91,0.0,450.81864661654146,1055.3594080338266,6740.0,1.56,1.37,0.008792358803986709,4.22,13.2188,0.0
104,1.0,1.0,9.06005,0.0844,11.31,921.707,0.006999999999999999,450.81864661654146,1055.3594080338266,5650.0,0.91,0.98,0.02,4.4,15.413,0.0
105,1.0,1.0,4.62941,0.0586,16.365,266.9772,0.02,450.81864661654146,1055.3594080338266,5700.0,2.15,1.25,0.0,3.85,15.4655,0.0
106,1.0,1.0,9.20205,0.09,13.34,228.83,0.0,450.81864661654146,1074.0,6190.0,1.17,1.16,0.008792358803986709,4.41,13.5613,0.0
107,1.0,1.0,4.0378962,0.04947,15.558,148.42,0.09,450.81864661654146,1438.0,6100.0,1.19,1.0,-0.25,4.19,13.9021,0.0
108,1.0,1.0,8.886593,0.0855,13.068,940.74,0.1,450.81864661654146,1017.0,6090.0,1.02,1.05,-0.2,4.43,13.7459,0.0
109,1.0,2.0,0.85359163,11.661026827573922,1.681,4.07661,0.0,450.81864661654146,1055.3594080338266,5275.0,0.83,0.82,0.05,4.5,11.5239,0.0
110,1.0,2.0,3.698,0.046,4.156063610610353,8.4,0.0,450.81864661654146,1055.3594080338266,5256.0,0.86,0.9,0.06,4.52,11.5239,0.0
111,1.0,1.0,6.21229,0.063,6.39,69.92,0.0,450.81864661654146,1055.3594080338266,5080.0,0.77,0.88,0.3,4.58,14.2195,0.0
112,2.0,1.0,95.27265600000001,0.4021,11.949000000000002,266.9772,0.133,450.81864661654146,420.0,5625.0,0.96,0.96,-0.01,4.54,13.5008,0.0
113,1.0,1.0,6.718369999999999,0.071,6.388999999999999,47.6745,0.15462133559705715,132.26,938.0,5970.0,0.79,1.08,0.0,4.67,13.5867,0.0
114,2.0,1.0,4098.1,5.75,4.156063610610353,3823.2733,0.0,450.81864661654146,1055.3594080338266,5444.395987959579,1.5037387486278815,0.51,0.008792358803986709,4.369123805188894,11.9752,0.0
115,1.0,1.0,246.36,0.36,4.156063610610353,9057.77,0.345,450.81864661654146,1055.3594080338266,5444.395987959579,1.5037387486278815,0.07,0.008792358803986709,4.369123805188894,18.5577,0.0
116,1.0,1.0,86892.9125491974,330.0,4.156063610610353,3496.0,0.15462133559705715,450.81864661654146,1055.3594080338266,5444.395987959579,0.27,0.33,0.008792358803986709,4.369123805188894,12.4961,0.0
117,1.0,4.0,18.57,0.1462,4.156063610610353,24.27,0.083,450.81864661654146,877.0,6196.0,1.26,1.21,0.008792358803986709,4.41,7.85032,0.0
118,1.0,4.0,6.584,0.0733,4.156063610610353,9.6,0.057,450.81864661654146,1239.0,6196.0,1.26,1.21,0.008792358803986709,4.41,7.85032,0.0
119,1.0,4.0,2.8819999999999997,0.0422,4.156063610610353,3.35,0.07,450.81864661654146,1632.0,6196.0,1.26,1.21,0.008792358803986709,4.41,7.85032,0.0
120,1.0,4.0,5.516,0.0651,4.156063610610353,4.13,0.07,450.81864661654146,1314.0,6196.0,1.26,1.21,0.008792358803986709,4.41,7.85032,0.0
121,1.0,1.0,5.2072,0.0664,4.156063610610353,138.89171000000002,0.078,450.81864661654146,1000.0,6500.0,1.78,1.44,0.008792358803986709,4.1,8.45824,0.0
122,2.0,1.0,6.6732,0.0662,4.156063610610353,2.58,0.14,450.81864661654146,854.0,5138.0,0.91,0.87,0.18,4.3,12.534734844941957,0.0
123,2.0,1.0,10220.0,8.19,4.156063610610353,1922.79,0.39,450.81864661654146,1055.3594080338266,5444.395987959579,1.5037387486278815,0.69,0.008792358803986709,4.369123805188894,18.6333,0.0
124,2.0,1.0,8.138268,11.661026827573922,5.7,720.9373530684009,0.0,450.81864661654146,850.0,5428.0,0.96,1.01,0.0,4.369123805188894,8.31926,0.0
125,1.0,1.0,6.7987,0.0349,1.047,720.9373530684009,0.0,450.81864661654146,1055.3594080338266,3648.0,0.28,0.29,-0.048,5.0,16.4386,0.0
126,1.0,1.0,28.1656,11.661026827573922,1.87,720.9373530684009,0.15462133559705715,450.81864661654146,1055.3594080338266,5444.395987959579,1.5037387486278815,0.41,0.008792358803986709,4.369123805188894,15.2612,0.0
127,1.0,1.0,0.72091,11.661026827573922,1.5,720.9373530684009,0.15462133559705715,450.81864661654146,1055.3594080338266,5633.0,0.94,0.9675646450399625,-0.053,4.4,14.147,0.0
128,1.0,1.0,2.13174,11.661026827573922,0.6920000000000001,720.9373530684009,0.15462133559705715,450.81864661654146,1055.3594080338266,5444.395987959579,1.5037387486278815,0.78,0.008792358803986709,4.369123805188894,13.7368,0.0
129,1.0,1.0,0.8772139999999999,11.661026827573922,1.3,720.9373530684009,0.15462133559705715,450.81864661654146,1055.3594080338266,5820.0,0.93,0.9675646450399625,-0.01,4.6,11.6477,0.0
130,1.0,2.0,3.80464,11.661026827573922,1.22,720.9373530684009,0.15462133559705715,450.81864661654146,1055.3594080338266,5444.395987959579,1.5037387486278815,1.07,0.008792358803986709,4.369123805188894,11.9456,0.0
131,1.0,3.0,2.71578,11.661026827573922,1.03,720.9373530684009,0.15462133559705715,450.81864661654146,1055.3594080338266,5444.395987959579,1.5037387486278815,0.67,0.008792358803986709,4.369123805188894,14.3234,0.0
132,1.0,1.0,2.0478,0.0296,0.9079999999999999,720.9373530684009,0.0,450.81864661654146,1055.3594080338266,4520.0,0.66,0.73,-0.003,4.66,12.534734844941957,0.0
133,1.0,2.0,3.9615099999999996,11.661026827573922,1.0,720.9373530684009,0.15462133559705715,450.81864661654146,1055.3594080338266,5444.395987959579,1.5037387486278815,0.61,0.008792358803986709,4.369123805188894,14.2575,0.0
134,1.0,1.0,4.1698,0.035,1.04,720.9373530684009,0.15462133559705715,450.81864661654146,1055.3594080338266,5053.0,0.63,0.8,0.0,4.59,14.5885,0.0
135,1.0,2.0,8.050722,11.661026827573922,1.31,720.9373530684009,0.15462133559705715,450.81864661654146,961.0,5502.7,0.83,0.88,0.008792358803986709,4.369123805188894,12.0976,0.0
136,1.0,3.0,4.50756,11.661026827573922,1.7,720.9373530684009,0.15462133559705715,450.81864661654146,1055.3594080338266,5444.395987959579,1.5037387486278815,0.93,0.008792358803986709,4.369123805188894,12.9682,0.0
137,1.0,3.0,0.911724,11.661026827573922,1.4,720.9373530684009,0.15462133559705715,450.81864661654146,1055.3594080338266,5724.0,1.1,0.9675646450399625,-0.22,4.5,12.9682,0.0
138,1.0,3.0,14.647530999999999,11.661026827573922,2.6,720.9373530684009,0.15462133559705715,450.81864661654146,1055.3594080338266,5724.0,1.1,0.9675646450399625,-0.22,4.5,12.9682,0.0
139,1.0,1.0,2.87814,11.661026827573922,1.01,720.9373530684009,0.15462133559705715,450.81864661654146,1055.3594080338266,5444.395987959579,1.5037387486278815,0.22,0.008792358803986709,4.369123805188894,16.0689,0.0
140,1.0,2.0,5.2986,11.661026827573922,1.7,720.9373530684009,0.15462133559705715,450.81864661654146,1055.3594080338266,4114.0,0.5,0.9675646450399625,0.006,4.8,15.9752,0.0
141,1.0,2.0,0.35488400000000003,11.661026827573922,1.2,720.9373530684009,0.15462133559705715,450.81864661654146,1055.3594080338266,4114.0,0.5,0.9675646450399625,0.006,4.8,15.9752,0.0
142,1.0,1.0,2.255436,11.661026827573922,1.0,720.9373530684009,0.15462133559705715,450.81864661654146,1055.3594080338266,3297.0,0.25,0.9675646450399625,-0.33,4.9,16.1722,0.0
143,1.0,2.0,1.5825200000000001,11.661026827573922,0.96,720.9373530684009,0.15462133559705715,450.81864661654146,1055.3594080338266,5444.395987959579,1.5037387486278815,0.71,0.008792358803986709,4.369123805188894,13.774000000000001,0.0
144,1.0,2.0,17.515472,11.661026827573922,2.094,720.9373530684009,0.15462133559705715,450.81864661654146,1055.3594080338266,4752.0,0.76,0.83,0.019,4.6,13.774000000000001,0.0
145,1.0,1.0,21.1701963,0.1195,1.92,720.9373530684009,0.15462133559705715,450.81864661654146,431.0,4057.0,0.58,0.62,0.2,4.7,14.5263,0.0
146,1.0,1.0,19.49221,0.1493,5.76,720.9373530684009,0.15462133559705715,450.81864661654146,817.0,6069.0,1.39,1.17,0.1,4.22,10.0512,0.0
147,1.0,2.0,2.2893630000000003,11.661026827573922,1.48,720.9373530684009,0.15462133559705715,450.81864661654146,1149.0,5171.0,0.8,0.83,-0.03,4.55,14.1864,0.0
148,1.0,2.0,5.213965,11.661026827573922,2.27,720.9373530684009,0.15462133559705715,450.81864661654146,866.0,5171.0,0.8,0.83,-0.03,4.55,14.1864,0.0
149,1.0,1.0,18.0983,11.661026827573922,2.17,720.9373530684009,0.15462133559705715,450.81864661654146,1055.3594080338266,5444.395987959579,1.5037387486278815,1.11,0.008792358803986709,4.369123805188894,13.2026,0.0
150,1.0,1.0,34.885,11.661026827573922,1.6,720.9373530684009,0.15462133559705715,450.81864661654146,1055.3594080338266,5444.395987959579,1.5037387486278815,0.91,0.008792358803986709,4.369123805188894,13.3118,0.0
151,1.0,2.0,15.280779999999998,11.661026827573922,1.26,720.9373530684009,0.15462133559705715,450.81864661654146,756.0,6004.0,0.98,0.99,-0.18,4.45,12.2038,0.0
152,1.0,2.0,23.228555,11.661026827573922,2.32,720.9373530684009,0.15462133559705715,450.81864661654146,658.0,6004.0,0.98,0.99,-0.18,4.45,12.2038,0.0
153,1.0,2.0,0.578657,11.661026827573922,1.2,720.9373530684009,0.15462133559705715,450.81864661654146,1055.3594080338266,5765.0,0.93,0.9675646450399625,-0.39,4.4,13.8326,0.0
154,1.0,2.0,11.811437,11.661026827573922,2.3,720.9373530684009,0.15462133559705715,450.81864661654146,1055.3594080338266,5765.0,0.93,0.9675646450399625,-0.39,4.4,13.8326,0.0
